What is the URL and license information for the CellularComponent mitochondrial matrix?;MATCH (c:CellularComponent {name: "mitochondrial matrix"}) RETURN c.url, c.license
List diseases associated with the highest number of symptoms, sorted by symptom count. List the names of genes and their counts.;MATCH (d:Disease)-[:PRESENTS_DpS]->(s:Symptom) RETURN d.name, COUNT(s) AS symptomCount ORDER BY symptomCount DESC
What are the names of pharmacologic classes that include 10 or more compounds, and how many compounds do they include? List them in descending order of compound count.;MATCH (pc:PharmacologicClass)-[:INCLUDES_PCiC]->(c:Compound) WITH pc, COUNT(c) AS compoundCount WHERE compoundCount >= 10 RETURN pc.name, compoundCount ORDER BY compoundCount DESC
What genes are associated with expression in the liver? Provide their names.;MATCH (a:Anatomy {name: 'liver'})-[:EXPRESSES_AeG]->(g:Gene) RETURN g.name
How many unique genes are associated with downregulation by the anatomy heart?;MATCH (a:Anatomy {name: 'heart'})-[:DOWNREGULATES_AdG]->(g:Gene) RETURN COUNT(DISTINCT(g))
What are the names of compounds included in the pharmacologic class increased blood pressure'?;MATCH (pc:PharmacologicClass {name: 'Increased Blood Pressure'})-[:INCLUDES_PCiC]->(c:Compound) RETURN c.name
List the names of molecular functions associated with the gene tp53.;MATCH (g:Gene {name: 'TP53'})-[:PARTICIPATES_GpMF]->(mf:MolecularFunction) RETURN mf.name
What pathways involve the gene BRCA1? Provide the names of these pathways.;MATCH (g:Gene {name: 'BRCA1'})-[:PARTICIPATES_GpPW]->(pw:Pathway) RETURN pw.name
What are the names of symptoms presented by diseases that contain 'diabetes' in their names?;MATCH (d:Disease)-[:PRESENTS_DpS]->(s:Symptom) where d.name contains "diabetes" RETURN s.name
Which genes does the disease 'breast cancer' upregulate and what molecular functions do these genes participate in? List the names of genes and names of molecular functions.;MATCH (d:Disease {name: "breast cancer"})-[:UPREGULATES_DuG]->(g:Gene)-[:PARTICIPATES_GpMF]->(mf:MolecularFunction) RETURN g.name , mf.name
What genes are downregulated by the disease crohn's disease, and in which cellular components are these genes involved? List names of genes and names of cellular components.;MATCH (d:Disease {name: "Crohn's disease"})-[:DOWNREGULATES_DdG]->(g:Gene)-[:PARTICIPATES_GpCC]->(cc:CellularComponent) RETURN g.name , cc.name
What are the molecular functions of genes upregulated by the compound identified 'DB06589'? List names and identifiers of the molecular functions.;MATCH (c:Compound {identifier: "DB06589"})-[:UPREGULATES_CuG]->(g:Gene)-[:PARTICIPATES_GpMF]->(mf:MolecularFunction) RETURN mf.name, mf.identifier
Which diseases are treated by the compound prednisone, and what symptoms do these diseases present?  Can you also provide the names and identifiers of both the diseases and symptoms?;MATCH (c:Compound {name: "Prednisone"})-[:TREATS_CtD]->(d:Disease)-[:PRESENTS_DpS]->(s:Symptom) RETURN d.name, d.identifier, s.name, s.identifier
What diseases are palliated by the compound identified 'DB00991', and which genes are upregulated in those diseases, and list names and identifiers of diseases and genes?;MATCH (c:Compound {identifier: "DB00991"})-[:PALLIATES_CpD]->(d:Disease)-[:UPREGULATES_DuG]->(g:Gene) RETURN d.name, d.identifier, g.name, g.identifier
Retrieve all compounds that bind to genes that participate the pathway 'cGMP effects' and provide name, identifier, sources and licenses of compounds.;MATCH (pw:Pathway {name: "cGMP effects"})<-[:PARTICIPATES_GpPW]-(g:Gene)<-[:BINDS_CbG]-(c:Compound) RETURN c.name, c.identifier, c.source, c.license
Which compounds downregulate genes that participate in the Cellular Component Proteasome Accessory Complex, list names and identifiers of compounds?;MATCH (cc:CellularComponent {name: "proteasome accessory complex"})<-[:PARTICIPATES_GpCC]-(g:Gene)<-[:DOWNREGULATES_CdG]-(c:Compound) RETURN c.name, c.identifier
Which diseases are treated by compounds that belong to the pharmacologic class nucleic acid synthesis inhibitors? Give the names of diseases in ascending alphabetical order.;MATCH (pc:PharmacologicClass {name: "Nucleic Acid Synthesis Inhibitors"})-[:INCLUDES_PCiC]->(c:Compound)-[:TREATS_CtD]->(d:Disease) RETURN d.name ORDER BY d.name ASC
What are the side effects caused by compounds in the pharmacologic class iodine? Give the names of side effects.;MATCH (pc:PharmacologicClass {name: "Iodine"})-[:INCLUDES_PCiC]->(c:Compound)-[:CAUSES_CcSE]->(se:SideEffect) RETURN se.name
What are the cellular components associated with genes expressed in the anatomy Lung? List the names of cellular components.;MATCH (a:Anatomy {name: "lung"})-[:EXPRESSES_AeG]->(g:Gene)-[:PARTICIPATES_GpCC]->(cc:CellularComponent) RETURN cc.name
Which biological processes involve genes expressed in the anatomy Pancreas? List the names of biological processes.;MATCH (a:Anatomy {name: "pancreas"})-[:EXPRESSES_AeG]->(g:Gene)-[:PARTICIPATES_GpBP]->(bp:BiologicalProcess) RETURN bp.name
Find the CellularComponents participated by genes that are up regulated by the disease crohn's disease. Include names, sources and licenses of the cellular components.;MATCH (d1:Disease{name: "Crohn's disease"})-[:UPREGULATES_DuG]->(g:Gene)-[:PARTICIPATES_GpCC]->(c:CellularComponent) RETURN c.name, c.source, c.license
Find names of the Genes that interact with other Genes and also participate in the Pathway named as TRP channels.;MATCH (g:Gene)-[:INTERACTS_GiG]->(g2:Gene), (g)-[:PARTICIPATES_GpPW]->(p:Pathway {name: "TRP channels"}) RETURN g.name
Which Anatomies that both downregulate and upregulate Genes? List unified names of anatomies.;MATCH (a:Anatomy)-[:DOWNREGULATES_AdG]->(g1:Gene), (a)-[:UPREGULATES_AuG]->(g2:Gene) RETURN DISTINCT a.name
Which genes are upregulated by both Disease "Crohn's disease" and Compound 'Trametinib'? List the names of genes.;MATCH (d:Disease {name: "Crohn's disease"})-[:UPREGULATES_DuG]->(g:Gene), (c:Compound {name: 'Trametinib'})-[:UPREGULATES_CuG]->(g) RETURN g.name
What are the names of molecular functions do both Gene named as RXFP4 and Gene AGTRAP participate in?;MATCH (g1:Gene {name: 'RXFP4'})-[:PARTICIPATES_GpMF]->(mf:MolecularFunction), (g2:Gene {name: 'AGTRAP'})-[:PARTICIPATES_GpMF]->(mf) RETURN mf.name
Which genes downregulated by the compound flavoxate also participate in a molecular function? Give the distinct names and identifiers of the genes.;MATCH (c:Compound)-[:DOWNREGULATES_CdG]->(g:Gene)-[:PARTICIPATES_GpMF]->(mf:MolecularFunction) WHERE c.name = 'Flavoxate' RETURN DISTINCT g.name, g.identifier
Find the unified names of genes that are not expressed by any Anatomy but participate in a CellularComponent.;MATCH (g:Gene)-[:PARTICIPATES_GpCC]->(:CellularComponent) WHERE NOT EXISTS ((:Anatomy)-[:EXPRESSES_AeG]->(g)) RETURN DISTINCT g.name
Can you count the number of unique diseases that associate with genes and present specific symptoms?;MATCH (n:Disease)-[r1:ASSOCIATES_DaG]->(m1:Gene), (n)-[r2:PRESENTS_DpS]->(m2:Symptom) RETURN COUNT(DISTINCT(n))
What are the names of compounds involved in both upregulating and binding to genes? Provide up to 5 distinct results.;MATCH (c:Compound)-[r1:UPREGULATES_CuG]->(g1:Gene), (c)-[r2:BINDS_CbG]->(g2:Gene) RETURN DISTINCT(c.name) LIMIT 5
What are the distinct names of diseases that end with 'cancer', localize to an anatomy, and resemble another disease?;MATCH (d1:Disease)-[:LOCALIZES_DlA]->(a:Anatomy), (d1)-[:RESEMBLES_DrD]->(d2:Disease) WHERE d1.name ENDS WITH "cancer" RETURN DISTINCT(d1.name)
List the names of pathways associated with genes that participate in the biological process Regulation of cAMP Biosynthetic Process.;MATCH (bp:BiologicalProcess {name: 'regulation of cAMP biosynthetic process'})<-[:PARTICIPATES_GpBP]-(g:Gene)-[:PARTICIPATES_GpPW]->(pw:Pathway) RETURN pw.name
What is the total number of distinct symptoms presented by diseases that localize to the anatomy 'liver'?;MATCH (d:Disease)-[:LOCALIZES_DlA]->(:Anatomy {name: 'liver'})-[:PRESENTS_DpS]->(s:Symptom) RETURN COUNT(DISTINCT s)
List names of all distinct cellular components that genes associated with alzheimer's disease participate in.;MATCH (d:Disease {name: "Alzheimer's disease"})-[:ASSOCIATES_DaG]->(g:Gene)-[:PARTICIPATES_GpCC]->(cc:CellularComponent) RETURN DISTINCT cc.name
What is the total number of unique genes associated with both cellular components and molecular functions?;MATCH (g:Gene)-[:PARTICIPATES_GpCC]->(:CellularComponent), (g)-[:PARTICIPATES_GpMF]->(:MolecularFunction) RETURN COUNT(DISTINCT(g.name))
Which compounds are similar to oxacillin but do not treat any diseases?;MATCH (c:Compound)-[:RESEMBLES_CrC]->(d:Compound {name: "Oxacillin"}) WHERE NOT (c)-[:TREATS_CtD]->(:Disease) RETURN c.name
Find all anatomical entities expressing genes involved in the biological process Ripoptosome Assembly.;MATCH (bp:BiologicalProcess {name: 'ripoptosome assembly'})<-[:PARTICIPATES_GpBP]-(g:Gene)<-[:EXPRESSES_AeG]-(a:Anatomy) RETURN a.name
What is the total number of unique pathways genes involved in at least one molecular function participate in?;MATCH (g:Gene)-[:PARTICIPATES_GpMF]->(:MolecularFunction), (g)-[:PARTICIPATES_GpPW]->(pw:Pathway) RETURN COUNT(DISTINCT pw) AS totalPathways
What are the names of diseases that share symptoms with alzheimer's disease?;MATCH (:Disease {name: "Alzheimer's disease"})-[:PRESENTS_DpS]->(s:Symptom)<-[:PRESENTS_DpS]-(d:Disease) RETURN d.name
Find all symptoms presented by diseases resembling parkinson's disease. List the names of symptoms.;MATCH (d1:Disease {name: "Parkinson's disease"})-[:RESEMBLES_DrD]->(d2:Disease)-[:PRESENTS_DpS]->(s:Symptom) RETURN s.name
Which molecular functions are linked to genes associated with diseases? Provide the names of the functions and the number of related diseases, sorted by the smallest disease count.;MATCH (mf:MolecularFunction)<-[:PARTICIPATES_GpMF]-(g:Gene)<-[:ASSOCIATES_DaG]-(d:Disease) RETURN mf.name, COUNT(d) AS diseaseCount ORDER BY diseaseCount ASC
Which genes participate in cellular components but do not participate in pathways? List distinct names of genes.;MATCH (g:Gene)-[:PARTICIPATES_GpCC]->(:CellularComponent) WHERE NOT (g)-[:PARTICIPATES_GpPW]->(:Pathway) RETURN DISTINCT(g.name)
Find all cellular components that genes associated with Pancreatic Cancer participate in. List the distinct names of celluar components.;MATCH (d:Disease {name: 'pancreatic cancer'})-[:ASSOCIATES_DaG]->(g:Gene)-[:PARTICIPATES_GpCC]->(cc:CellularComponent) RETURN DISTINCT(cc.name)
What diseases starting with 'bile' are linked to genes participating in pathways that have 'Pathway' in their names? Provide the disease, gene, and pathway names.;MATCH (d:Disease)-[:ASSOCIATES_DaG]->(g:Gene)-[:PARTICIPATES_GpPW]->(pw:Pathway) WHERE d.name STARTS WITH 'bile' AND pw.name CONTAINS 'Pathway' RETURN d.name, g.name, pw.name
Identify genes that participate in at least one pathway but not in any molecular function. Give the names of genes.;MATCH (g:Gene) WHERE (g)-[:PARTICIPATES_GpPW]->(:Pathway) AND NOT (g)-[:PARTICIPATES_GpMF]->(:MolecularFunction) RETURN g.name
Which genes located on chromosome 'X' participate in more than 2 distinct biological processes and are associated with pathways related to metabolism? Include their names and the biological process counts.;MATCH (g:Gene {chromosome: 'X'})-[:PARTICIPATES_GpBP]->(bp:BiologicalProcess), (g)-[:PARTICIPATES_GpPW]->(pw:Pathway) WHERE pw.name CONTAINS 'metabolism' WITH g, COUNT(DISTINCT bp) AS bpCount WHERE bpCount > 2 RETURN g.name, bpCount
Which genes are regulated by genes on chromosome 'Y' and are involved in 2 or more pathways? Provide their names.;MATCH (g:Gene)-[:PARTICIPATES_GpPW]->(pw:Pathway), (regulator:Gene {chromosome: 'Y'})-[:REGULATES_GrG]->(g) WITH g, COUNT(DISTINCT pw) AS pathwayCount WHERE pathwayCount >= 2 RETURN g.name
List all diseases that localize to anatomies with 'neuro' in the name and involve genes with descriptions containing 'axon'.;MATCH (d:Disease)-[:LOCALIZES_DlA]->(a:Anatomy), (d)-[:ASSOCIATES_DaG]->(g:Gene) WHERE a.name CONTAINS 'neuro' AND g.description CONTAINS 'axon' RETURN d.name, a.name, g.name
Count the total number of unique pathways associated with diseases that downregulate genes.;MATCH (d:Disease)-[:DOWNREGULATES_DdG]->(g:Gene)-[:PARTICIPATES_GpPW]->(pw:Pathway) RETURN COUNT(DISTINCT pw) AS totalPathways
Which genes are involved in Regulatory Region DNA Binding and covary with other genes? List both gene names.;MATCH (mf:MolecularFunction {name: 'regulatory region DNA binding'})<-[:PARTICIPATES_GpMF]-(g1:Gene)-[:COVARIES_GcG]->(g2:Gene) RETURN g1.name, g2.name
Which genes expressed by the liver are linked to the molecular function d-amino-acid oxidase activity? Provide their names.;MATCH (a:Anatomy {name: 'liver'})-[:EXPRESSES_AeG]->(g:Gene)-[:PARTICIPATES_GpMF]->(mf:MolecularFunction {name: 'D-amino-acid oxidase activity'}) RETURN g.name
What diseases are localized to the heart and have an association with the gene TP53? Provide their names.;MATCH (d:Disease)-[:LOCALIZES_DlA]->(a:Anatomy {name: 'heart'}), (d)-[:ASSOCIATES_DaG]->(g:Gene {name: 'TP53'}) RETURN d.name
Which genes participating in the developmental biology pathway are affected by downregulation due to crohn's disease? List their names.;MATCH (g:Gene)-[:PARTICIPATES_GpPW]->(pw:Pathway {name: 'Developmental Biology'}), (d:Disease {name: "Crohn's disease"})-[:DOWNREGULATES_DdG]->(g) RETURN g.name
What compounds are linked to treating Pancreatic Cancer and causing the side effect non-cardiac chest pain? Provide their names.;MATCH (c:Compound)-[:TREATS_CtD]->(d:Disease {name: 'pancreatic cancer'}), (c)-[:CAUSES_CcSE]->(se:SideEffect {name: 'Non-cardiac chest pain'}) RETURN c.name
Which compounds are associated with genes that regulate the gene CSRP1? List their names.;MATCH (c:Compound)-[:BINDS_CbG]->(g1:Gene)-[:REGULATES_GrG]->(g2:Gene {name: 'CSRP1'}) RETURN c.name
Which pharmacologic classes contain compounds associated with the side effect fungal skin infection? Provide their names.;MATCH (pc:PharmacologicClass)-[:INCLUDES_PCiC]->(c:Compound)-[:CAUSES_CcSE]->(se:SideEffect {name: 'Fungal skin infection'}) RETURN pc.name
List the names of genes expressed in the brain that have interactions with gene brca1.;MATCH (a:Anatomy {name: 'brain'})-[:EXPRESSES_AeG]->(g1:Gene)-[:INTERACTS_GiG]->(g2:Gene {name: 'BRCA1'}) RETURN g1.name
Which genes are associated with downregulation in abdominal aortic aneurysm, a disease resembling behcet's disease? List their names.;MATCH (d1:Disease {name: "Behcet's disease"})-[:RESEMBLES_DrD]->(d2:Disease{name: "abdominal aortic aneurysm"})-[:DOWNREGULATES_DdG]->(g:Gene) RETURN g.name
List the pharmacologic classes that include compounds that bind to genes participate the biological process Head Development, provide the names and identifiers of the pharmacologic classes.;MATCH (bp:BiologicalProcess {name: "head development"})<-[:PARTICIPATES_GpBP]-(g:Gene)<-[:BINDS_CbG]-(c:Compound)<-[:INCLUDES_PCiC]-(pc:PharmacologicClass) RETURN pc.name, pc.identifier
Find all pharmacologic classes that include compounds which upregulate genes participating in the pathway identified 'PC7_4269'. Give the names of Pharmacologic Classes. List the names of pharmacologic classes.;MATCH (p:Pathway {identifier: 'PC7_4269'})<-[:PARTICIPATES_GpPW]-(g:Gene)<-[:UPREGULATES_CuG]-(c:Compound)<-[:INCLUDES_PCiC]-(pc:PharmacologicClass) RETURN pc.name
What are the names of cellular components do genes participate in that are down regulated by compounds in the pharmacologic class photoabsorption? List the names of cellular components.;MATCH (pc:PharmacologicClass {name: "Photoabsorption"})-[:INCLUDES_PCiC]->(c:Compound)-[:DOWNREGULATES_CdG]->(g:Gene)-[:PARTICIPATES_GpCC]->(cc:CellularComponent) RETURN cc.name
Which symptoms are presented by diseases treated by compounds from the pharmacologic class general anesthesia? List the names of symptoms.;MATCH (pc:PharmacologicClass {name: "General Anesthesia"})-[:INCLUDES_PCiC]->(c:Compound)-[:TREATS_CtD]->(d:Disease)-[:PRESENTS_DpS]->(s:Symptom) RETURN s.name
What pharmacologic classes include compounds that treat diseases presenting the symptom 'Body Weight'? List the names of pharmacologic classes.;MATCH (s:Symptom {name: "Body Weight"})<-[:PRESENTS_DpS]-(d:Disease)<-[:TREATS_CtD]-(c:Compound)<-[:INCLUDES_PCiC]-(pc:PharmacologicClass) RETURN pc.name
What symptoms are presented by diseases that are associated with the gene named CFTR and which anatomical locations are localized by these diseases? List the names of diseases, symptoms, and anatomies.;MATCH (g:Gene {name: 'CFTR'})<-[:ASSOCIATES_DaG]-(d:Disease)-[:PRESENTS_DpS]->(s:Symptom), (d)-[:LOCALIZES_DlA]->(a:Anatomy) RETURN d.name, s.name, a.name
How many distinct pharmacologic classes include compounds that bind to genes associated with Lung Cancer?;MATCH (pc:PharmacologicClass)-[:INCLUDES_PCiC]->(c:Compound)-[:BINDS_CbG]->(g:Gene)<-[:ASSOCIATES_DaG]-(d:Disease {name: 'Cancer'}) RETURN COUNT(DISTINCT pc)
Which diseases are linked to compounds included in the pharmacologic class 'Oxazolidinones' through gene regulation relationships? Provide the disease and compound names.;MATCH (d:Disease)-[:ASSOCIATES_DaG]->(g1:Gene)-[:REGULATES_GrG]->(g2:Gene)<-[:UPREGULATES_CuG]-(c:Compound)<-[:INCLUDES_PCiC]-(:PharmacologicClass {name: 'Oxazolidinones'}) RETURN d.name, c.name
How many distinct genes associated with diseases participate in pathways containing 'Signaling Pathway' in their names and regulate other genes?;MATCH (d:Disease)-[:ASSOCIATES_DaG]->(g1:Gene)-[:PARTICIPATES_GpPW]->(pw:Pathway), (g1)-[:REGULATES_GrG]->(g2:Gene) WHERE pw.name CONTAINS 'Signaling Pathway' RETURN COUNT(DISTINCT(g1))
Retrieve the names of genes that participate in the biological processes 'protein maturation' and 'osteoblast development', along with the names of pathways they are associated with.;MATCH (bp1:BiologicalProcess {name: 'protein maturation'})<-[:PARTICIPATES_GpBP]-(g:Gene)-[:PARTICIPATES_GpBP]->(bp2:BiologicalProcess {name: 'osteoblast development'}) MATCH (g)-[:PARTICIPATES_GpPW]->(pw:Pathway) RETURN g.name, pw.name
Which compounds bind to genes linked to diseases presenting symptoms with 'Fever' in their names? Provide the compound and gene names.;MATCH (c:Compound)-[:BINDS_CbG]->(g:Gene)<-[:ASSOCIATES_DaG]-(d:Disease)-[:PRESENTS_DpS]->(s:Symptom) WHERE s.name contains 'Fever' RETURN c.name, g.name
What are the names of compounds in the pharmacologic class 'Oxazolidinones' that upregulate genes participating in the biological process 'regulation of RNA stability'?;MATCH (pc:PharmacologicClass {name: 'Oxazolidinones'})-[:INCLUDES_PCiC]->(c:Compound)-[:UPREGULATES_CuG]->(g:Gene)-[:PARTICIPATES_GpBP]->(bp:BiologicalProcess {name: 'regulation of RNA stability'}) RETURN c.name
